Frame,X,Y,Radius
13-38-07_11_0102,379,317,21
13-38-07_11_0103,381,317,20
13-38-07_11_0105,391,316,22
13-38-07_11_0106,393,319,19
13-38-07_11_0108,406,319,20
13-38-07_11_0111,411,321,20
13-38-07_11_0112,418,320,23
13-38-07_11_0113,421,322,22
13-38-07_11_0114,427,325,19
13-38-07_11_0117,434,325,20
13-38-07_11_0120,443,325,16
13-38-07_11_0121,451,337,12
13-38-07_11_0123,453,328,19
13-38-07_11_0124,460,331,17
13-38-07_11_0130,476,333,19
13-38-07_11_0131,482,337,15
13-38-07_11_0132,484,333,19
13-38-07_11_0133,488,339,14
13-38-07_11_0134,487,337,17
13-38-07_11_0136,495,333,15
13-38-07_11_0137,496,335,19
13-38-07_11_0138,497,334,19
13-38-07_11_0139,502,335,20
13-38-07_11_0140,507,337,17
13-38-07_11_0142,512,339,17
13-38-07_11_0143,514,337,17
13-38-07_11_0144,514,339,17
13-38-07_11_0147,523,341,17
13-38-07_11_0148,525,341,18
13-38-07_11_0150,531,341,19
13-38-07_12_0000,585,351,13
13-38-07_12_0001,586,351,15
13-38-07_12_0002,583,350,17
13-38-07_12_0003,575,349,16
13-38-07_12_0004,574,350,15
13-38-07_12_0006,571,349,17
13-38-07_12_0007,567,347,17
13-38-07_12_0008,563,346,14
13-38-07_12_0009,561,345,17
13-38-07_12_0010,557,346,16
13-38-07_12_0011,555,346,16
13-38-07_12_0012,550,344,18
13-38-07_12_0013,547,345,18
13-38-07_12_0014,545,344,17
13-38-07_12_0015,539,343,18
13-38-07_12_0016,539,343,17
13-38-07_12_0017,536,343,17
13-38-07_12_0018,533,341,17
13-38-07_12_0019,527,341,16
13-38-07_12_0020,524,340,16
13-38-07_12_0021,521,340,16
13-38-07_12_0022,518,340,16
13-38-07_12_0023,515,340,17
13-38-07_12_0024,512,340,17
13-38-07_12_0025,509,338,18
13-38-07_12_0026,506,338,18
13-38-07_12_0027,497,338,18
13-38-07_12_0028,496,338,19
13-38-07_12_0029,491,335,19
13-38-07_12_0030,488,334,20
13-38-07_12_0031,489,334,18
13-38-07_12_0032,483,334,18
13-38-07_12_0033,479,333,18
13-38-07_12_0034,473,333,16
13-38-07_12_0035,472,332,19
13-38-07_12_0036,466,332,20
13-38-07_12_0037,460,329,19
13-38-07_12_0038,459,331,20
13-38-07_12_0039,453,328,20
13-38-07_12_0040,452,329,19
13-38-07_12_0041,446,327,17
13-38-07_12_0042,440,327,20
13-38-07_12_0043,436,325,21
13-38-07_12_0044,437,327,20
13-38-07_12_0045,429,323,22
13-38-07_12_0046,424,326,21
13-38-07_12_0047,421,325,21
13-38-07_12_0048,416,325,20
13-38-07_12_0049,413,323,20
13-38-07_12_0050,407,321,22
13-38-07_12_0051,405,321,20
13-38-07_12_0052,401,321,20
13-38-07_12_0053,394,320,18
13-38-07_12_0054,392,320,20
13-38-07_12_0055,382,317,21
13-38-07_12_0056,382,319,21
13-38-07_12_0057,375,315,23
13-38-07_12_0058,370,314,24
13-38-07_12_0059,368,315,21
13-38-07_12_0060,358,315,20
13-38-07_12_0061,353,313,21
13-38-07_12_0062,349,313,22
13-38-07_12_0064,340,313,23
13-38-07_12_0065,335,311,19
13-38-07_12_0066,332,309,21
13-38-07_12_0067,321,307,23
13-38-07_12_0068,316,309,21
13-38-07_12_0069,311,308,21
13-38-07_12_0070,305,308,21
13-38-07_12_0071,302,307,23
13-38-07_12_0072,297,304,25
13-38-07_12_0073,295,302,24
13-38-07_12_0074,286,301,26
13-38-07_12_0075,278,302,23
13-38-07_12_0076,275,302,24
13-38-07_12_0077,267,299,23
13-38-07_12_0078,263,297,22
13-38-07_12_0079,257,299,20
13-38-07_12_0080,255,296,24
13-38-07_12_0081,247,295,23
13-38-07_12_0082,237,295,25
13-38-07_12_0083,235,295,23
13-38-07_12_0084,231,293,24
13-38-07_12_0085,220,291,26
13-38-07_12_0086,214,291,22
13-38-07_12_0087,208,291,26
13-38-07_12_0088,203,290,24
13-38-07_12_0089,194,284,30
13-38-07_12_0090,183,286,25
13-38-07_12_0091,176,280,29
13-38-07_12_0092,171,283,28
13-38-07_12_0093,165,281,25
13-38-07_12_0094,159,277,32
13-38-07_12_0095,148,278,28
13-38-07_12_0096,145,278,25
13-38-07_12_0097,141,279,26
13-38-07_12_0098,134,277,26
13-38-07_13_0051,117,285,15
13-38-07_13_0052,129,284,14
13-38-07_13_0053,128,277,25
13-38-07_13_0054,133,266,36
13-38-07_13_0055,135,277,27
13-38-07_13_0056,145,275,29
13-38-07_13_0057,151,278,27
13-38-07_13_0058,159,281,26
13-38-07_13_0059,167,283,27
13-38-07_13_0060,176,283,26
13-38-07_13_0061,187,284,24
13-38-07_13_0062,190,285,26
13-38-07_13_0063,197,286,25
13-38-07_13_0064,206,290,26
13-38-07_13_0065,212,290,25
13-38-07_13_0066,225,290,25
13-38-07_13_0067,225,291,24
13-38-07_13_0068,237,287,23
13-38-07_13_0069,247,304,12
13-38-07_13_0070,250,289,23
13-38-07_13_0071,255,292,27
13-38-07_13_0072,265,293,24
13-38-07_13_0073,267,293,21
13-38-07_13_0074,274,296,26
13-38-07_13_0076,289,310,15
13-38-07_13_0077,293,302,22
13-38-07_13_0078,295,303,21
13-38-07_13_0079,303,304,23
13-38-07_13_0080,310,305,23
13-38-07_13_0081,317,305,20
13-38-07_13_0082,326,313,16
13-38-07_13_0083,328,307,23
13-38-07_13_0084,332,308,22
13-38-07_13_0086,344,309,24
13-38-07_13_0088,353,311,21
13-38-07_13_0089,361,313,21
13-38-07_13_0090,367,316,18
13-38-07_13_0091,371,313,24
13-38-07_13_0094,380,320,16
13-38-07_13_0096,397,315,17
13-38-07_13_0099,419,309,29
13-38-07_13_0100,413,322,17
13-38-07_13_0102,427,322,19
13-38-07_13_0103,431,329,13
13-38-07_13_0104,431,323,21
13-38-07_13_0105,436,323,20
13-38-07_13_0108,448,326,19
13-38-07_13_0109,453,328,19
13-38-07_13_0110,457,333,13
13-38-07_13_0111,463,326,22
13-38-07_13_0112,466,327,21
13-38-07_13_0113,467,326,21
13-38-07_13_0117,485,333,19
13-38-07_13_0119,490,334,17
13-38-07_13_0120,497,333,17
13-38-07_13_0122,502,333,19
13-38-07_13_0124,509,335,18
13-38-07_13_0125,518,335,15
13-38-07_13_0126,518,338,19
13-38-07_13_0127,524,337,18
13-38-07_13_0128,527,338,17
13-38-07_13_0129,527,337,18
13-38-07_13_0130,530,337,18
13-38-07_13_0131,532,338,17
13-38-07_13_0133,541,343,15
13-38-07_13_0135,548,340,19
13-38-07_13_0137,554,340,20
13-38-07_13_0138,560,344,16
13-38-07_13_0139,563,344,14
13-38-07_13_0140,567,341,18
13-38-07_13_0141,565,344,17
13-38-07_13_0142,569,343,17
13-38-07_13_0143,569,346,15
13-38-07_13_0144,574,345,16
13-38-07_13_0146,580,346,17
13-38-07_13_0149,587,347,17
13-38-07_13_0150,592,347,17
13-38-07_13_0152,599,350,15
13-38-07_13_0153,603,349,17
13-38-07_13_0154,602,350,16
13-38-07_13_0155,605,350,16
13-38-07_14_0026,707,345,15
13-38-07_14_0027,706,345,17
13-38-07_14_0028,705,344,19
13-38-07_14_0029,701,344,18
13-38-07_14_0030,695,340,18
13-38-07_14_0031,697,341,20
13-38-07_14_0032,689,343,16
13-38-07_14_0033,689,341,19
13-38-07_14_0034,683,339,17
13-38-07_14_0035,683,338,20
13-38-07_14_0036,679,339,18
13-38-07_14_0037,677,338,19
13-38-07_14_0038,671,338,18
13-38-07_14_0039,670,338,20
13-38-07_14_0040,664,335,19
13-38-07_14_0041,663,337,19
13-38-07_14_0042,659,334,20
13-38-07_14_0043,656,333,21
13-38-07_14_0044,651,334,20
13-38-07_14_0045,646,332,19
13-38-07_14_0046,645,333,20
13-38-07_14_0047,638,329,20
13-38-07_14_0048,639,331,20
13-38-07_14_0049,633,329,23
13-38-07_14_0050,628,326,24
13-38-07_14_0051,623,326,21
13-38-07_14_0052,622,328,20
13-38-07_14_0053,614,328,20
13-38-07_14_0054,615,326,21
13-38-07_14_0055,611,326,21
13-38-07_14_0056,607,326,21
13-38-07_14_0057,602,322,24
13-38-07_14_0058,597,321,24
13-38-07_14_0059,590,322,21
13-38-07_14_0060,587,321,23
13-38-07_14_0061,587,322,21
13-38-07_14_0062,578,321,22
13-38-07_14_0063,578,321,22
13-38-07_14_0064,574,320,22
13-38-07_14_0065,565,319,22
13-38-07_14_0066,566,317,23
13-38-07_14_0067,559,315,24
13-38-07_14_0068,551,315,23
13-38-07_14_0069,547,314,23
13-38-07_14_0070,547,315,22
13-38-07_14_0071,537,313,23
13-38-07_14_0072,532,310,24
13-38-07_14_0073,533,311,23
13-38-07_14_0074,525,310,26
13-38-07_14_0075,521,310,25
13-38-07_14_0076,511,310,21
13-38-07_14_0077,509,305,24
13-38-07_14_0078,508,307,24
13-38-07_14_0079,497,305,24
13-38-07_14_0080,499,305,24
13-38-07_14_0081,490,305,26
13-38-07_14_0082,488,304,24
13-38-07_14_0083,483,302,25
13-38-07_14_0084,478,302,25
13-38-07_14_0085,469,298,28
13-38-07_14_0086,465,301,23
13-38-07_14_0087,463,295,28
13-38-07_14_0088,448,295,26
13-38-07_14_0089,449,295,26
13-38-07_14_0090,440,293,28
13-38-07_14_0091,434,293,28
13-38-07_14_0092,430,293,26
13-38-07_14_0093,425,291,27
13-38-07_14_0094,419,289,26
13-38-07_14_0095,412,289,26
13-38-07_14_0096,398,287,25
13-38-07_14_0097,397,284,31
13-38-07_14_0098,393,287,26
13-38-07_14_0099,380,284,27
13-38-07_14_0100,377,280,30
13-38-07_14_0101,374,283,27
13-38-07_14_0102,368,279,28
13-38-07_14_0103,361,279,28
13-38-07_14_0104,353,278,28
13-38-07_14_0105,346,277,29
13-38-07_14_0106,338,275,27
13-38-07_14_0107,325,272,29
13-38-07_14_0108,321,268,32
13-38-07_14_0109,313,267,32
13-38-07_14_0110,311,269,31
13-38-07_14_0111,298,271,25
13-38-07_14_0112,286,263,31
13-38-07_14_0113,286,265,30
13-38-07_14_0114,271,261,31
13-38-07_14_0115,269,261,30
13-38-07_14_0116,262,261,31
13-38-07_14_0117,255,259,31
13-38-07_14_0118,245,256,31
13-38-07_14_0119,238,255,31
13-38-07_14_0120,230,254,32
13-38-07_14_0121,220,253,32
13-38-07_14_0122,213,248,33
13-38-07_14_0123,202,248,33
13-38-07_14_0124,191,248,32
13-38-07_14_0125,184,244,34
13-38-07_14_0126,172,241,32
13-38-07_14_0127,164,241,34
13-38-07_14_0128,153,238,33
13-38-07_14_0129,145,238,35
13-38-07_14_0130,137,241,30
13-38-07_14_0131,116,227,38
13-38-07_15_0053,127,221,28
13-38-07_15_0054,137,225,25
13-38-07_15_0055,148,232,20
13-38-07_15_0056,163,233,18
13-38-07_15_0057,155,247,10
13-38-07_15_0058,182,238,17
13-38-07_15_0059,170,217,40
13-38-07_15_0060,181,221,38
13-38-07_15_0061,190,219,41
13-38-07_15_0062,200,224,39
13-38-07_15_0063,211,224,40
13-38-07_15_0064,219,226,39
13-38-07_15_0065,239,239,29
13-38-07_15_0066,236,231,36
13-38-07_15_0067,247,233,36
13-38-07_15_0068,255,236,36
13-38-07_15_0069,262,239,34
13-38-07_15_0070,272,236,37
13-38-07_15_0071,286,241,36
13-38-07_15_0072,287,242,34
13-38-07_15_0073,296,244,34
13-38-07_15_0074,305,242,35
13-38-07_15_0075,320,249,32
13-38-07_15_0076,323,253,27
13-38-07_15_0077,328,249,33
13-38-07_15_0078,335,250,33
13-38-07_15_0079,343,253,33
13-38-07_15_0080,359,255,32
13-38-07_15_0081,358,254,33
13-38-07_15_0082,376,263,25
13-38-07_15_0083,373,257,32
13-38-07_15_0084,380,257,33
13-38-07_15_0085,395,260,32
13-38-07_15_0086,394,261,32
13-38-07_15_0087,406,262,33
13-38-07_15_0088,407,265,31
13-38-07_15_0089,413,263,31
13-38-07_15_0090,427,269,29
13-38-07_15_0091,435,268,30
13-38-07_15_0092,439,268,32
13-38-07_15_0093,440,272,30
13-38-07_15_0094,449,273,26
13-38-07_15_0095,455,271,32
13-38-07_15_0096,458,272,29
13-38-07_15_0097,469,273,32
13-38-07_15_0098,473,273,33
13-38-07_15_0099,476,275,29
13-38-07_15_0100,485,277,32
13-38-07_15_0101,488,279,28
13-38-07_15_0102,494,278,29
13-38-07_15_0103,500,279,29
13-38-07_15_0104,505,281,28
13-38-07_15_0105,514,280,32
13-38-07_15_0106,523,284,28
13-38-07_15_0107,521,284,28
13-38-07_15_0108,531,280,34
13-38-07_15_0109,539,285,29
13-38-07_15_0110,537,286,28
13-38-07_15_0111,543,287,28
13-38-07_15_0112,551,287,30
13-38-07_15_0113,559,291,26
13-38-07_15_0114,559,291,28
13-38-07_15_0115,569,292,26
13-38-07_15_0116,568,290,28
13-38-07_15_0117,577,295,25
13-38-07_15_0118,578,295,26
13-38-07_15_0119,585,293,28
13-38-07_15_0120,590,292,30
13-38-07_15_0121,596,295,29
13-38-07_15_0122,597,297,27
13-38-07_15_0123,604,297,28
13-38-07_15_0124,605,299,26
13-38-07_15_0125,610,299,26
13-38-07_15_0126,616,301,28
13-38-07_15_0127,619,302,25
13-38-07_15_0128,621,302,24
13-38-07_15_0129,629,303,27
13-38-07_15_0130,632,303,26
13-38-07_15_0131,641,304,26
13-38-07_15_0132,646,304,26
13-38-07_15_0133,650,307,25
13-38-07_15_0134,650,307,26
13-38-07_15_0135,656,304,26
13-38-07_15_0136,659,305,29
13-38-07_15_0137,667,309,25
13-38-07_15_0138,670,309,25
13-38-07_15_0139,673,310,22
13-38-07_15_0140,673,311,24
13-38-07_15_0141,676,311,25
13-38-07_15_0142,686,313,24
13-38-07_15_0143,687,311,27
13-38-07_15_0144,692,309,29
13-38-07_15_0145,692,314,25
13-38-07_15_0146,698,313,26
13-38-07_15_0147,701,314,26
13-38-07_15_0148,704,315,25
13-38-07_15_0149,707,316,24
13-38-07_15_0152,713,317,20
13-38-07_16_0047,706,327,17
13-38-07_16_0049,701,323,21
13-38-07_16_0050,700,323,23
13-38-07_16_0051,695,321,24
13-38-07_16_0052,692,319,24
13-38-07_16_0053,688,319,23
13-38-07_16_0054,682,317,25
13-38-07_16_0055,679,317,24
13-38-07_16_0056,674,317,23
13-38-07_16_0057,668,316,22
13-38-07_16_0058,663,317,21
13-38-07_16_0059,656,315,23
13-38-07_16_0060,653,313,27
13-38-07_16_0061,651,315,23
13-38-07_16_0062,643,308,25
13-38-07_16_0063,643,309,25
13-38-07_16_0064,637,309,25
13-38-07_16_0065,629,309,22
13-38-07_16_0066,627,309,24
13-38-07_16_0067,622,308,25
13-38-07_16_0068,614,305,28
13-38-07_16_0069,613,304,26
13-38-07_16_0070,601,301,28
13-38-07_16_0071,598,303,29
13-38-07_16_0072,597,301,26
13-38-07_16_0073,590,298,28
13-38-07_16_0074,580,296,27
13-38-07_16_0075,581,295,27
13-38-07_16_0076,571,295,29
13-38-07_16_0077,566,293,29
13-38-07_16_0078,563,295,27
13-38-07_16_0079,557,293,27
13-38-07_16_0080,551,293,27
13-38-07_16_0081,538,287,30
13-38-07_16_0082,532,289,28
13-38-07_16_0083,533,287,29
13-38-07_16_0084,521,289,23
13-38-07_16_0085,520,285,28
13-38-07_16_0086,515,281,29
13-38-07_16_0087,500,280,29
13-38-07_16_0088,501,279,29
13-38-07_16_0089,495,278,30
13-38-07_16_0090,488,278,29
13-38-07_16_0091,481,279,29
13-38-07_16_0092,466,275,30
13-38-07_16_0093,459,272,31
13-38-07_16_0094,459,273,30
13-38-07_16_0095,452,271,30
13-38-07_16_0096,435,267,29
13-38-07_16_0097,436,267,30
13-38-07_16_0098,429,263,31
13-38-07_16_0099,421,261,31
13-38-07_16_0100,413,260,32
13-38-07_16_0101,395,260,31
13-38-07_16_0102,397,257,32
13-38-07_16_0103,389,257,32
13-38-07_16_0104,380,254,33
13-38-07_16_0105,362,251,33
13-38-07_16_0106,363,251,33
13-38-07_16_0107,350,244,40
13-38-07_16_0108,346,244,35
13-38-07_16_0109,326,241,35
13-38-07_16_0110,327,241,35
13-38-07_16_0111,317,241,34
13-38-07_16_0112,307,238,35
13-38-07_16_0113,298,235,36
13-38-07_16_0114,289,231,37
13-38-07_16_0115,266,227,36
13-38-07_16_0116,255,225,38
13-38-07_16_0117,256,224,38
13-38-07_16_0118,245,221,38
13-38-07_16_0119,235,220,38
13-38-07_16_0120,225,217,41
13-38-07_16_0121,213,215,41
13-38-07_16_0122,185,212,39
13-38-07_16_0123,188,211,40
13-38-07_16_0124,178,205,43
13-38-07_16_0125,164,203,42
13-38-07_16_0126,151,202,41
13-38-07_16_0127,139,191,48
13-38-07_16_0128,123,194,42
13-38-07_17_0053,125,137,28
13-38-07_17_0054,134,140,34
13-38-07_17_0055,152,135,49
13-38-07_17_0056,148,153,31
13-38-07_17_0057,143,155,14
13-38-07_17_0058,149,161,15
13-38-07_17_0059,170,137,14
13-38-07_17_0060,195,164,22
13-38-07_17_0061,217,167,14
13-38-07_17_0062,213,169,17
13-38-07_17_0063,235,155,34
13-38-07_17_0064,256,176,20
13-38-07_17_0065,261,183,14
13-38-07_17_0066,289,181,20
13-38-07_17_0067,290,178,13
13-38-07_17_0068,299,182,17
13-38-07_17_0069,326,185,18
13-38-07_17_0070,338,185,13
13-38-07_17_0071,355,189,21
13-38-07_17_0072,353,193,11
13-38-07_17_0073,400,184,27
13-38-07_17_0074,385,193,18
13-38-07_17_0075,416,170,49
13-38-07_17_0076,415,169,49
13-38-07_17_0077,427,171,49
13-38-07_17_0078,431,163,46
13-38-07_17_0079,451,176,47
13-38-07_17_0080,461,177,47
13-38-07_17_0081,473,179,47
13-38-07_17_0082,497,179,47
13-38-07_17_0083,496,179,47
13-38-07_17_0084,519,183,47
13-38-07_17_0085,529,185,47
13-38-07_17_0086,526,187,46
13-38-07_17_0087,538,189,46
13-38-07_17_0088,547,190,45
13-38-07_17_0089,560,191,47
13-38-07_17_0090,567,191,45
13-38-07_17_0091,591,193,46
13-38-07_17_0092,599,195,46
13-38-07_17_0093,611,197,46
13-38-07_17_0094,608,196,46
13-38-07_17_0095,629,201,45
13-38-07_17_0096,627,201,45
13-38-07_17_0097,650,203,45
13-38-07_17_0098,647,203,45
13-38-07_17_0099,669,205,44
13-38-07_17_0100,668,207,46
13-38-07_17_0101,675,205,46
13-38-07_17_0102,683,208,44
13-38-07_17_0103,691,211,43
13-38-07_17_0104,699,212,42
13-38-07_17_0105,718,213,40
13-38-07_17_0106,725,215,40
13-38-07_17_0107,728,217,43
13-38-07_18_0051,731,211,26
13-38-07_18_0052,731,213,42
13-38-07_18_0054,712,208,38
13-38-07_18_0055,707,208,41
13-38-07_18_0056,707,207,40
13-38-07_18_0057,693,205,43
13-38-07_18_0058,685,203,42
13-38-07_18_0059,674,201,40
13-38-07_18_0060,675,200,41
13-38-07_18_0061,668,199,41
13-38-07_18_0062,667,194,47
13-38-07_18_0063,646,194,46
13-38-07_18_0064,647,194,46
13-38-07_18_0065,640,189,49
13-38-07_18_0066,633,189,47
13-38-07_18_0067,613,184,47
13-38-07_18_0068,615,184,48
13-38-07_18_0069,605,182,49
13-38-07_18_0070,596,184,47
13-38-07_18_0071,589,179,49
13-38-07_18_0072,579,179,49
13-38-07_18_0073,559,172,50
13-38-07_18_0074,559,173,51
13-38-07_18_0075,551,173,50
13-38-07_18_0076,543,172,50
13-38-07_18_0077,532,171,49
13-38-07_18_0078,521,170,49
13-38-07_18_0079,513,165,51
13-38-07_18_0080,502,161,51
13-38-07_18_0081,479,160,50
13-38-07_18_0082,482,160,51
13-38-07_18_0083,473,158,53
13-38-07_18_0084,463,157,52
13-38-07_18_0085,452,155,51
13-38-07_18_0086,441,152,52
13-38-07_18_0087,430,147,54
13-38-07_18_0088,421,146,52
13-38-07_18_0089,409,145,52
13-38-07_18_0090,385,143,51
13-38-07_18_0091,374,139,55
13-38-07_18_0092,376,140,54
13-38-07_18_0093,365,133,58
13-38-07_18_0094,353,140,50
13-38-07_18_0095,339,131,55
13-38-07_18_0096,331,131,51
13-38-07_18_0097,301,124,55
13-38-07_18_0098,305,130,50
13-38-07_18_0104,218,117,47
13-38-07_18_0108,172,103,57
13-38-07_18_0111,136,103,49
13-38-07_1_0002,265,451,31
13-38-07_1_0004,259,445,23
13-38-07_1_0007,265,445,29
13-38-07_1_0008,265,448,30
13-38-07_1_0059,242,347,13
13-38-07_1_0060,239,345,14
13-38-07_1_0065,244,346,13
13-38-07_1_0083,269,350,13
13-38-07_1_0093,260,440,22
13-38-07_4_0054,376,287,14
13-38-07_4_0055,371,299,19
13-38-07_4_0067,380,290,17
13-38-07_4_0068,394,281,23
13-38-07_4_0069,391,284,27
13-38-07_4_0070,391,284,26
13-38-07_4_0071,387,279,25
13-38-07_4_0072,393,278,27
13-38-07_4_0073,394,278,26
13-38-07_4_0074,397,275,28
13-38-07_4_0075,397,274,28
13-38-07_4_0076,397,275,26
13-38-07_4_0077,399,271,30
13-38-07_4_0078,403,272,29
13-38-07_4_0079,403,267,31
13-38-07_4_0080,399,265,27
13-38-07_4_0081,406,261,30
13-38-07_4_0082,407,260,31
13-38-07_4_0083,409,260,30
13-38-07_4_0084,409,259,32
13-38-07_4_0085,412,259,32
13-38-07_4_0086,412,257,32
13-38-07_4_0087,413,255,29
13-38-07_4_0088,415,254,32
13-38-07_4_0089,417,249,34
13-38-07_4_0090,417,250,32
13-38-07_4_0091,419,248,33
13-38-07_4_0092,424,244,33
13-38-07_4_0093,424,242,36
13-38-07_4_0094,425,241,37
13-38-07_4_0095,429,237,36
13-38-07_4_0096,429,238,35
13-38-07_4_0097,430,233,38
13-38-07_4_0098,434,230,36
13-38-07_4_0099,436,229,38
13-38-07_4_0100,435,227,38
13-38-07_4_0101,440,224,38
13-38-07_4_0102,442,220,38
13-38-07_4_0103,441,220,39
13-38-07_4_0104,446,215,39
13-38-07_4_0105,452,214,38
