tr,r0_x,r0_y,r0_z,v0_x,v0_y,v0_z,g_x,g_y,g_x_bin,g_y_bin,tf,is_roll,tg,type,goes_in
68,8.626262626262626,10.555555555555555,0.11,0.37057744817422766,-1.9653682491850422,0.0,10.616551643835324,0.11,7,1,20.38735983690112,True,6.364075825433176,out,0
69,6.646464646464646,9.444444444444445,0.11,0.7782242747902935,-2.580913940754936,5.81979313914031,9.494252715843317,-44.27515419175393,7,0,1.1865021690398185,False,3.6593410943729014,out,0
70,6.505050505050505,9.888888888888888,0.11,-0.5401228341894344,-2.210840446740374,0.0,4.089130033934613,0.11,0,1,23.199409469577137,True,5.014941123607605,out,0
71,4.383838383838384,9.888888888888888,0.11,-0.04640263100324366,-1.7424972886199914,2.8950454921549498,4.120497680159815,-141.43577323688692,0,0,0.5902233419276146,False,5.675124405341605,out,0
72,6.363636363636363,6.888888888888888,0.11,-0.4746533997422302,-1.9428597865294197,0.0,4.680635586005068,0.11,0,1,20.38735983690112,True,3.923228856548169,out,0
73,5.797979797979798,10.555555555555555,0.11,-0.30206499312847146,-2.255727132629809,0.0,4.384482673157407,0.11,0,1,23.199409469577137,True,5.280375293197244,out,0
74,5.9393939393939394,5.111111111111111,0.11,0.1557110838007821,0.0,2.8232955594151337,inf,,7,3,0.5755954249572137,False,inf,out,0
76,7.353535353535353,9.0,0.11,0.577383894679241,-1.9148440767240114,0.0,10.067309866707967,0.11,7,1,20.38735983690112,True,5.420787063996187,out,0
79,5.797979797979798,8.777777777777777,0.11,0.2501878918169319,-3.1257359016089055,5.909201927331979,6.5005643368492985,-21.97714345056966,2,0,1.2047302604142667,False,2.808227583545879,out,0
80,7.777777777777778,8.88888888888889,0.11,2.687809186613334,-6.368716129449913,4.162131804408879,11.529183356032739,-3.635854551546636,7,0,0.8485487878509436,False,1.395711271819027,out,0
82,5.515151515151515,5.777777777777778,0.11,1.4688574855031002,1.678663792026655,4.20345291738048,0.45950417303764013,-72.46546629443006,0,0,0.8569730718410765,False,-3.441890988071085,out,0
84,7.494949494949495,6.444444444444444,0.11,0.577383894679241,-1.9148440767240114,0.0,9.438146059937294,0.11,7,1,20.38735983690112,True,3.701547286214078,out,0
85,8.626262626262626,9.555555555555555,0.11,0.22560209156388886,-2.8185718819490178,0.0,9.39110149136107,0.11,7,1,28.823508734929167,True,3.6171789955325133,out,0
86,8.202020202020202,10.333333333333332,0.11,0.517355269951536,0.055304807746405796,9.433938820484714,-88.46235083565514,-172998.18051376185,0,0,1.923331054125324,False,-186.84330991106077,out,0
87,7.494949494949495,8.444444444444445,0.11,0.577383894679241,-1.9148440767240114,0.0,10.041207062864542,0.11,7,1,20.38735983690112,True,5.030657416044372,out,0
126,6.363636363636363,2.444444444444444,0.11,0.25579865575324884,-3.195834283044691,2.723818804535188,6.559292817498756,-0.6762556226429806,2,0,0.5553147409857672,False,0.7648846053793524,almost_in,0
127,3.535353535353535,9.666666666666666,0.11,0.9691017406652992,-1.7495261690639232,0.0,8.889936769801633,0.11,7,1,20.38735983690112,True,6.590561082862913,almost_in,0
130,6.222222222222222,7.444444444444444,0.11,-0.3386789316894983,-2.5291486032516044,0.0,5.225334776294853,0.11,0,1,26.011459102253156,True,3.1320208714684097,almost_in,0
131,5.9393939393939394,6.333333333333333,0.11,-0.20289230726029853,-7.618949349191237,4.589017117681584,5.770737533667216,0.5353422113334179,0,2,0.9355794327587326,False,0.8312607215331634,almost_in,0
132,6.646464646464646,10.222222222222221,0.11,-0.1676038727852937,-6.293808940923398,7.410717675013914,6.374247289853091,-0.7927813159150983,2,0,1.5108496789019192,False,1.624171041442905,almost_in,0
134,5.373737373737374,7.444444444444444,0.11,-0.05324104287555032,-1.999291222246905,0.0,5.175492124900698,0.11,0,1,20.38735983690112,True,4.144882566892911,almost_in,0
135,8.767676767676768,6.333333333333333,0.11,-0.08261541135861257,-3.102348448314163,0.0,8.599020361950044,0.11,7,1,31.635558367605185,True,2.1119604719919054,almost_in,0
136,7.494949494949495,9.11111111111111,0.11,0.2476120517164634,-3.0935545045781905,0.0,8.224214459345685,0.11,7,1,31.635558367605185,True,3.0967604929608945,almost_in,0
137,7.494949494949495,10.0,0.11,0.18158217125873982,-2.268606636690673,0.0,8.29536226075019,0.11,7,1,23.199409469577137,True,4.932308574394926,almost_in,0
138,4.666666666666666,8.333333333333332,0.11,0.31364193217418695,-3.9185023724657078,0.0,5.3336773048339134,0.11,0,1,40.071707265633236,True,2.1863050285711627,almost_in,0
139,4.949494949494949,8.555555555555555,0.11,0.6000490354054051,-7.49674494265647,5.719149690786099,5.634292538013323,0.24853108934285384,0,1,1.1659836270715798,False,1.141236045910333,almost_in,0
141,8.484848484848484,5.222222222222222,0.11,0.582529355539554,-7.277861878637304,5.552167218062418,8.90284181809996,1.5684825314938329,7,3,1.1319403094928475,False,0.7175489600250594,almost_in,0
142,8.06060606060606,8.444444444444445,0.11,-2.8312829043732948,-7.851071469618785,4.428818201292134,5.015338763651177,-0.8009019454664879,0,0,0.9029191032195991,False,1.0755785980450987,almost_in,0
143,8.202020202020202,6.777777777777778,0.11,0.22560209156388886,-2.8185718819490178,0.0,8.744522187729565,0.11,7,1,28.823508734929167,True,2.514351917626995,almost_in,0
144,7.212121212121212,3.5555555555555554,0.11,-1.9168447648976643,-3.9419457852177833,5.76405620114675,5.4831659133123685,1.3185133134313212,0,3,1.175138878929001,False,0.9019798214599543,almost_in,0
145,9.616161616161616,8.222222222222221,0.11,-0.3752928702505251,-2.802570073873399,0.0,8.515121750510492,0.11,7,1,28.823508734929167,True,3.1005818183065394,almost_in,0
146,6.929292929292929,7.111111111111111,0.11,0.4728057097395319,-2.5075388006843644,0.0,8.270119214815589,0.11,7,1,26.011459102253156,True,3.0100550595508144,almost_in,0
148,5.9393939393939394,8.333333333333332,0.11,-0.06058463499631589,-2.2750555287637195,0.0,5.717477616069302,0.11,0,1,23.199409469577137,True,4.009367669071851,almost_in,0
149,5.656565656565657,9.333333333333332,0.11,0.577383894679241,-1.9148440767240114,0.0,8.470850336892811,0.11,7,1,20.38735983690112,True,5.659824559027691,almost_in,0
