tr,frame,x,y,z,R_cam,x_cam,y_cam
0,73,7.833338806273275,3.9413709383251527,1.338632251320215,47,1007.0,702.0
0,74,7.81666529607832,3.907082260159135,1.3463050151781777,48,1004.0,708.0
0,75,7.799991785883364,3.872793581993117,1.3537302705245928,48,1000.0,715.0
1,0,6.222222222222222,4.0,0.11,47,314.0,172.0
1,1,6.223350272149863,3.98590664747193,0.11,47,313.0,172.0
1,2,6.2244781263544295,3.9718157402206047,0.11,47,313.0,171.0
1,3,6.225605784835925,3.957727278246027,0.11,47,312.0,170.0
1,4,6.226733247594347,3.943641261548196,0.11,47,311.0,169.0
1,5,6.227860514629697,3.92955769012711,0.11,47,311.0,169.0
1,6,6.228987585941975,3.915476563982772,0.11,48,310.0,168.0
1,7,6.230114461531181,3.90139788311518,0.11,48,309.0,167.0
1,8,6.231241141397313,3.8873216475243337,0.11,48,309.0,167.0
1,9,6.232367625540374,3.8732478572102345,0.11,48,308.0,166.0
1,10,6.233493913960363,3.8591765121728816,0.11,48,307.0,165.0
1,11,6.234620006657279,3.845107612412275,0.11,49,307.0,164.0
1,12,6.2357459036311225,3.831041157928415,0.11,49,306.0,164.0
1,13,6.236871604881894,3.8169771487213016,0.11,49,305.0,163.0
1,14,6.237997110409592,3.8029155847909344,0.11,49,304.0,162.0
1,15,6.239122420214219,3.7888564661373136,0.11,49,304.0,161.0
1,16,6.240247534295773,3.77479979276044,0.11,49,303.0,161.0
1,17,6.241372452654255,3.760745564660312,0.11,50,302.0,160.0
1,18,6.242497175289664,3.7466937818369295,0.11,50,302.0,159.0
1,19,6.2436217022020015,3.7326444442902953,0.11,50,301.0,158.0
1,20,6.244746033391266,3.718597552020407,0.11,50,300.0,157.0
1,21,6.245870168857458,3.704553105027264,0.11,50,299.0,157.0
1,22,6.246994108600578,3.690511103310869,0.11,51,299.0,156.0
1,23,6.2481178526206245,3.6764715468712192,0.11,51,298.0,155.0
1,24,6.2492414009176,3.6624344357083167,0.11,51,297.0,154.0
1,25,6.250364753491502,3.6483997698221606,0.11,51,296.0,153.0
1,26,6.251487910342333,3.6343675492127514,0.11,52,295.0,152.0
1,27,6.252610871470091,3.620337773880087,0.11,52,295.0,152.0
1,28,6.253733636874777,3.60631044382417,0.11,52,294.0,151.0
1,29,6.25485620655639,3.592285559044999,0.11,52,293.0,150.0
1,30,6.255978580514931,3.578263119542575,0.11,52,292.0,149.0
1,31,6.2571007587504,3.564243125316897,0.11,53,292.0,148.0
1,32,6.258222741262795,3.550225576367966,0.11,53,291.0,147.0
1,33,6.259344528052119,3.536210472695781,0.11,53,290.0,146.0
1,34,6.26046611911837,3.5221978143003425,0.11,53,289.0,146.0
1,35,6.261587514461549,3.50818760118165,0.11,53,288.0,145.0
1,36,6.262708714081656,3.4941798333397047,0.11,54,287.0,144.0
1,37,6.26382971797869,3.4801745107745057,0.11,54,287.0,143.0
1,38,6.264950526152652,3.4661716334860526,0.11,54,286.0,142.0
1,39,6.266071138603542,3.452171201474347,0.11,54,285.0,141.0
1,40,6.267191555331359,3.438173214739386,0.11,55,284.0,140.0
1,41,6.268311776336103,3.4241776732811733,0.11,55,283.0,139.0
1,42,6.269431801617775,3.4101845770997063,0.11,55,282.0,138.0
1,43,6.270551631176375,3.3961939261949854,0.11,55,281.0,137.0
1,44,6.271671265011903,3.3822057205670117,0.11,56,280.0,136.0
1,45,6.272790703124358,3.368219960215784,0.11,56,279.0,135.0
1,46,6.273909945513741,3.3542366451413024,0.11,56,279.0,134.0
1,47,6.275028992180052,3.3402557753435675,0.11,56,278.0,133.0
1,48,6.27614784312329,3.32627735082258,0.11,57,277.0,132.0
1,49,6.277266498343455,3.312301371578337,0.11,57,276.0,131.0
1,50,6.278384957840548,3.2983278376108416,0.11,57,275.0,130.0
1,51,6.279503221614569,3.284356748920093,0.11,57,274.0,129.0
1,52,6.280621289665518,3.2703881055060897,0.11,58,273.0,128.0
1,53,6.281739161993394,3.256421907368834,0.11,58,272.0,127.0
1,54,6.282856838598198,3.242458154508324,0.11,58,271.0,126.0
1,55,6.283974319479929,3.2284968469245605,0.11,58,270.0,125.0
1,56,6.2850916046385885,3.2145379846175435,0.11,59,269.0,124.0
1,57,6.286208694074175,3.2005815675872733,0.11,59,268.0,123.0
1,58,6.287325587786689,3.186627595833749,0.11,59,267.0,122.0
1,59,6.288442285776131,3.1726760693569718,0.11,59,266.0,121.0
1,60,6.289558788042501,3.1587269881569404,0.11,60,265.0,120.0
1,61,6.290675094585798,3.1447803522336555,0.11,60,264.0,118.0
1,62,6.291791205406023,3.130836161587117,0.11,60,263.0,117.0
1,63,6.292907120503175,3.1168944162173253,0.11,61,262.0,116.0
1,64,6.294022839877256,3.10295511612428,0.11,61,261.0,115.0
1,65,6.295138363528263,3.089018261307981,0.11,61,260.0,114.0
1,66,6.296253691456199,3.0750838517684285,0.11,61,258.0,113.0
1,67,6.297368823661061,3.061151887505622,0.11,62,257.0,112.0
1,68,6.298483760142852,3.0472223685195625,0.11,62,256.0,110.0
1,69,6.29959850090157,3.033295294810249,0.11,62,255.0,109.0
1,70,6.300713045937216,3.019370666377682,0.11,63,254.0,108.0
1,71,6.301827395249789,3.005448483221861,0.11,63,253.0,107.0
1,72,6.30294154883929,2.991528745342788,0.11,63,252.0,105.0
1,73,6.304055506705719,2.97761145274046,0.11,64,251.0,104.0
1,74,6.305169268849076,2.96369660541488,0.11,64,249.0,103.0
1,75,6.306282835269359,2.9497842033660446,0.11,64,248.0,102.0
1,76,6.30739620596657,2.935874246593956,0.11,65,247.0,100.0
1,77,6.308509380940709,2.9219667350986143,0.11,65,246.0,99.0
1,78,6.309622360191776,2.908061668880019,0.11,65,244.0,98.0
1,79,6.3107351437197705,2.8941590479381696,0.11,66,243.0,96.0
1,80,6.311847731524693,2.8802588722730675,0.11,66,242.0,95.0
1,81,6.312960123606542,2.8663611418847115,0.11,66,241.0,94.0
1,82,6.31407231996532,2.8524658567731014,0.11,67,239.0,92.0
1,83,6.315184320601025,2.8385730169382386,0.11,67,238.0,91.0
1,84,6.316296125513658,2.824682622380122,0.11,67,237.0,89.0
1,85,6.317407734703217,2.810794673098751,0.11,68,236.0,88.0
1,86,6.318519148169705,2.7969091690941275,0.11,68,234.0,87.0
1,87,6.31963036591312,2.78302611036625,0.11,68,233.0,85.0
1,88,6.320741387933463,2.769145496915119,0.11,69,232.0,84.0
1,89,6.321852214230734,2.755267328740734,0.11,69,230.0,82.0
1,90,6.322962844804932,2.7413916058430963,0.11,69,229.0,81.0
1,91,6.324073279656059,2.727518328222204,0.11,70,227.0,79.0
1,92,6.325183518784113,2.713647495878059,0.11,70,226.0,78.0
1,93,6.326293562189093,2.6997791088106604,0.11,71,224.0,76.0
1,94,6.3274034098710015,2.685913167020008,0.11,71,223.0,75.0
1,95,6.328513061829838,2.6720496705061016,0.11,71,222.0,73.0
1,96,6.329622518065602,2.6581886192689423,0.11,72,220.0,72.0
1,97,6.3307317785782935,2.644330013308529,0.11,72,219.0,70.0
1,98,6.331840843367913,2.630473852624862,0.11,73,217.0,68.0
1,99,6.33294971243446,2.616620137217942,0.11,73,216.0,67.0
1,100,6.334058385777935,2.602768867087768,0.11,73,214.0,65.0
1,101,6.335166863398337,2.588920042234341,0.11,74,212.0,63.0
1,102,6.336275145295667,2.57507366265766,0.11,74,211.0,62.0
1,103,6.337383231469923,2.5612297283577248,0.11,75,209.0,60.0
1,104,6.338491121921108,2.547388239334537,0.11,75,208.0,58.0
1,105,6.339598816649221,2.5335491955880958,0.11,76,206.0,56.0
1,106,6.340706315654262,2.5197125971184,0.11,76,204.0,55.0
1,107,6.3418136189362295,2.505878443925452,0.11,76,203.0,53.0
1,108,6.342920726495125,2.492046736009249,0.11,77,201.0,51.0
1,109,6.344027638330949,2.4782174733697926,0.11,77,199.0,49.0
1,110,6.345134354443699,2.464390656007083,0.11,78,198.0,47.0
1,111,6.346240874833377,2.4505662839211206,0.11,78,196.0,45.0
1,112,6.347347199499983,2.436744357111904,0.11,79,194.0,44.0
1,113,6.348453328443516,2.422924875579433,0.11,79,192.0,42.0
1,114,6.349559261663978,2.4091078393237098,0.11,80,190.0,40.0
1,115,6.350664999161367,2.395293248344732,0.11,80,189.0,38.0
1,116,6.351770540935683,2.381481102642502,0.11,81,187.0,36.0
1,117,6.352875886986928,2.367671402217017,0.11,81,185.0,34.0
1,118,6.3539810373151,2.353864147068278,0.11,82,183.0,32.0
1,119,6.355085991920199,2.3400593371962874,0.11,82,181.0,30.0
1,120,6.3561907508022255,2.3262569726010422,0.11,83,179.0,27.0
1,121,6.357295313961179,2.312457053282543,0.11,83,177.0,25.0
1,122,6.358399681397062,2.298659579240791,0.11,84,175.0,23.0
1,123,6.359503853109872,2.284864550475785,0.11,84,173.0,21.0
1,124,6.360607829099609,2.2710719669875257,0.11,85,171.0,19.0
1,125,6.361711609366274,2.257281828776012,0.11,85,169.0,17.0
1,126,6.362815193909867,2.2434941358412464,0.11,86,167.0,14.0
1,127,6.363918582730388,2.229708888183226,0.11,87,165.0,12.0
1,128,6.365021775827836,2.2159260858019523,0.11,87,163.0,10.0
1,129,6.366124773202212,2.2021457286974253,0.11,88,160.0,7.0
1,130,6.367227574853514,2.188367816869644,0.11,88,158.0,5.0
1,131,6.368330180781745,2.1745923503186098,0.11,89,156.0,2.0
2,0,6.505050505050505,9.555555555555555,0.11,19,545.0,283.0
2,1,6.504212014132027,9.524068803179846,0.146951675434608,19,545.0,290.0
2,2,6.503373523213549,9.492582050804137,0.1836578247865941,19,544.0,296.0
2,3,6.502535032295071,9.461095298428427,0.2201184480559582,19,544.0,302.0
2,4,6.501696541376593,9.42960854605272,0.2563335452427003,19,543.0,308.0
2,5,6.500858050458115,9.39812179367701,0.2923031163468204,19,543.0,315.0
2,6,6.500019559539637,9.3666350413013,0.3280271613683186,19,542.0,321.0
2,7,6.499181068621159,9.335148288925591,0.3635056803071947,19,542.0,327.0
2,8,6.49834257770268,9.303661536549882,0.3987386731634489,19,542.0,333.0
2,9,6.497504086784202,9.272174784174174,0.4337261399370812,19,541.0,340.0
2,10,6.496665595865724,9.240688031798465,0.4684680806280913,19,541.0,346.0
2,11,6.495827104947247,9.209201279422755,0.5029644952364796,19,540.0,352.0
2,12,6.4949886140287685,9.177714527047046,0.5372153837622459,20,540.0,358.0
2,13,6.49415012311029,9.146227774671337,0.5712207462053902,20,539.0,364.0
2,14,6.493311632191812,9.114741022295629,0.6049805825659125,20,539.0,371.0
2,15,6.492473141273334,9.08325426991992,0.6384948928438128,20,539.0,377.0
2,16,6.491634650354856,9.05176751754421,0.6717636770390911,20,538.0,383.0
2,17,6.490796159436378,9.0202807651685,0.7047869351517475,20,538.0,389.0
2,18,6.4899576685179,8.988794012792791,0.7375646671817819,20,537.0,395.0
2,19,6.489119177599422,8.957307260417082,0.7700968731291942,20,537.0,402.0
2,20,6.488280686680944,8.925820508041374,0.8023835529939847,20,536.0,408.0
2,21,6.4874421957624655,8.894333755665665,0.8344247067761531,20,536.0,414.0
2,22,6.486603704843987,8.862847003289955,0.8662203344756996,20,535.0,420.0
2,23,6.485765213925509,8.831360250914246,0.8977704360926241,20,535.0,426.0
2,24,6.484926723007032,8.799873498538537,0.9290750116269266,20,534.0,433.0
2,25,6.484088232088554,8.768386746162829,0.9601340610786072,21,534.0,439.0
2,26,6.483249741170075,8.73689999378712,0.9909475844476658,21,533.0,445.0
2,27,6.482411250251597,8.70541324141141,1.0215155817341022,21,533.0,451.0
2,28,6.481572759333119,8.6739264890357,1.0518380529379168,21,533.0,457.0
2,29,6.480734268414641,8.642439736659991,1.0819149980591094,21,532.0,464.0
2,30,6.4798957774961625,8.610952984284282,1.11174641709768,21,532.0,470.0
2,31,6.479057286577685,8.579466231908574,1.1413323100536288,21,531.0,476.0
2,32,6.478218795659207,8.547979479532865,1.1706726769269555,21,531.0,482.0
2,33,6.477380304740729,8.516492727157155,1.19976751771766,21,530.0,488.0
2,34,6.476541813822251,8.485005974781446,1.228616832425743,21,530.0,495.0
2,35,6.475703322903772,8.453519222405736,1.2572206210512036,21,529.0,501.0
2,36,6.474864831985294,8.422032470030029,1.2855788835940425,21,528.0,507.0
2,37,6.474026341066816,8.39054571765432,1.313691620054259,21,528.0,513.0
2,38,6.473187850148339,8.35905896527861,1.3415588304318535,22,527.0,519.0
2,39,6.47234935922986,8.3275722129029,1.3691805147268266,22,527.0,525.0
2,40,6.471510868311382,8.296085460527191,1.3965566729391772,22,526.0,532.0
2,41,6.470672377392904,8.264598708151482,1.4236873050689065,22,526.0,538.0
2,42,6.469833886474426,8.233111955775774,1.450572411116013,22,525.0,544.0
2,43,6.468995395555948,8.201625203400065,1.477211991080498,22,525.0,550.0
2,44,6.468156904637469,8.170138451024355,1.5036060449623607,22,524.0,556.0
2,45,6.467318413718992,8.138651698648646,1.5297545727616018,22,524.0,562.0
2,46,6.466479922800514,8.107164946272936,1.5556575744782206,22,523.0,569.0
2,47,6.465641431882036,8.075678193897229,1.5813150501122175,22,523.0,575.0
2,48,6.4648029409635575,8.04419144152152,1.606726999663593,22,522.0,581.0
2,49,6.463964450045079,8.01270468914581,1.6318934231323456,23,521.0,587.0
2,50,6.463125959126601,7.981217936770101,1.6568143205184769,23,521.0,593.0
2,51,6.462287468208124,7.949731184394392,1.6814896918219857,23,520.0,599.0
2,52,6.4614489772896455,7.918244432018683,1.7059195370428726,23,520.0,605.0
2,53,6.460610486371167,7.886757679642974,1.7301038561811375,23,519.0,612.0
2,54,6.459771995452689,7.855270927267265,1.7540426492367802,23,518.0,618.0
2,55,6.458933504534211,7.823784174891555,1.777735916209802,23,518.0,624.0
2,56,6.458095013615733,7.792297422515847,1.801183657100201,23,517.0,630.0
2,57,6.457256522697255,7.760810670140137,1.824385871907978,23,517.0,636.0
2,58,6.456418031778777,7.729323917764429,1.8473425606331328,23,516.0,642.0
2,59,6.455579540860299,7.697837165388719,1.8700537232756669,23,515.0,648.0
2,60,6.454741049941821,7.66635041301301,1.8925193598355776,24,515.0,655.0
2,61,6.453902559023343,7.634863660637301,1.9147394703128668,24,514.0,661.0
2,62,6.453064068104864,7.603376908261592,1.9367140547075337,24,514.0,667.0
2,63,6.452225577186386,7.571890155885883,1.9584431130195792,24,513.0,673.0
2,64,6.451387086267908,7.540403403510174,1.9799266452490023,24,512.0,679.0
2,65,6.450548595349431,7.508916651134465,2.001164651395804,24,512.0,685.0
2,66,6.449710104430952,7.477429898758755,2.0221571314599838,24,511.0,691.0
2,67,6.448871613512474,7.445943146383046,2.04290408544154,24,510.0,697.0
2,68,6.448033122593996,7.414456394007337,2.0634055133404763,24,510.0,703.0
2,69,6.447194631675518,7.382969641631629,2.083661415156789,25,509.0,710.0
2,70,6.44635614075704,7.351482889255919,2.1036717908904805,25,508.0,716.0
3,0,4.949494949494949,10.22222222222222,0.11,18,295.0,288.0
3,1,4.95134782396944,10.212395448683164,0.11,18,295.0,288.0
3,2,4.953200243918118,10.202571085734942,0.11,18,295.0,288.0
3,3,4.955052209340984,10.192749133377552,0.11,18,295.0,288.0
3,4,4.956903720238039,10.182929591611,0.11,18,295.0,288.0
3,5,4.958754776609279,10.173112460435284,0.11,18,295.0,288.0
3,6,4.960605378454709,10.1632977398504,0.11,18,295.0,288.0
3,7,4.962455525774324,10.153485429856351,0.11,18,295.0,288.0
3,8,4.9643052185681285,10.14367553045314,0.11,18,295.0,288.0
3,9,4.96615445683612,10.133868041640762,0.11,18,295.0,288.0
3,10,4.968003240578299,10.12406296341922,0.11,18,295.0,288.0
3,11,4.969851569794665,10.114260295788512,0.11,18,295.0,288.0
3,12,4.971699444485219,10.10446003874864,0.11,18,295.0,288.0
3,13,4.97354686464996,10.094662192299603,0.11,18,295.0,288.0
3,14,4.975393830288889,10.084866756441402,0.11,18,295.0,287.0
3,15,4.977240341402006,10.075073731174031,0.11,18,295.0,287.0
3,16,4.97908639798931,10.065283116497502,0.11,18,295.0,287.0
3,17,4.980932000050802,10.055494912411804,0.11,18,295.0,287.0
3,18,4.98277714758648,10.045709118916944,0.11,18,295.0,287.0
3,19,4.984621840596348,10.035925736012915,0.11,18,295.0,287.0
3,20,4.986466079080402,10.026144763699724,0.11,18,295.0,287.0
3,21,4.988309863038644,10.016366201977366,0.11,18,295.0,287.0
3,22,4.990153192471073,10.006590050845846,0.11,18,295.0,287.0
3,23,4.99199606737769,9.996816310305158,0.11,18,295.0,287.0
3,24,4.993838487758494,9.987044980355307,0.11,18,295.0,287.0
3,25,4.995680453613486,9.97727606099629,0.11,18,295.0,287.0
3,26,4.997521964942666,9.967509552228108,0.11,18,295.0,287.0
3,27,4.999363021746032,9.957745454050762,0.11,18,295.0,287.0
3,28,5.001203624023588,9.947983766464253,0.11,18,295.0,286.0
3,29,5.00304377177533,9.938224489468574,0.11,18,295.0,286.0
3,30,5.004883465001259,9.928467623063732,0.11,18,295.0,286.0
3,31,5.006722703701376,9.918713167249726,0.11,18,295.0,286.0
3,32,5.0085614878756815,9.908961122026556,0.11,18,295.0,286.0
3,33,5.010399817524173,9.89921148739422,0.11,18,295.0,286.0
3,34,5.012237692646854,9.889464263352718,0.11,18,295.0,286.0
3,35,5.014075113243721,9.87971944990205,0.11,18,295.0,286.0
3,36,5.015912079314776,9.86997704704222,0.11,18,295.0,286.0
3,37,5.017748590860019,9.860237054773222,0.11,18,295.0,286.0
3,38,5.019584647879448,9.850499473095065,0.11,18,295.0,286.0
3,39,5.021420250373066,9.840764302007736,0.11,18,295.0,286.0
3,40,5.02325539834087,9.831031541511246,0.11,18,295.0,286.0
3,41,5.025090091782864,9.821301191605588,0.11,18,295.0,285.0
3,42,5.026924330699043,9.811573252290769,0.11,18,295.0,285.0
3,43,5.028758115089412,9.801847723566782,0.11,18,295.0,285.0
3,44,5.030591444953966,9.792124605433632,0.11,18,294.0,285.0
3,45,5.0324243202927095,9.782403897891315,0.11,18,294.0,285.0
3,46,5.03425674110564,9.772685600939836,0.11,18,294.0,285.0
3,47,5.036088707392758,9.762969714579189,0.11,18,294.0,285.0
3,48,5.037920219154064,9.753256238809378,0.11,18,294.0,285.0
3,49,5.039751276389556,9.743545173630402,0.11,18,294.0,285.0
3,50,5.041581879099237,9.73383651904226,0.11,18,294.0,285.0
3,51,5.043412027283105,9.724130275044956,0.11,18,294.0,285.0
3,52,5.045241720941161,9.714426441638487,0.11,18,294.0,285.0
3,53,5.047070960073403,9.70472501882285,0.11,18,294.0,285.0
3,54,5.048899744679835,9.695026006598049,0.11,19,294.0,284.0
3,55,5.050728074760452,9.685329404964085,0.11,19,294.0,284.0
3,56,5.052555950315258,9.675635213920954,0.11,19,294.0,284.0
3,57,5.054383371344251,9.66594343346866,0.11,19,294.0,284.0
3,58,5.056210337847433,9.656254063607198,0.11,19,294.0,284.0
3,59,5.0580368498248,9.646567104336574,0.11,19,294.0,284.0
3,60,5.059862907276357,9.636882555656785,0.11,19,294.0,284.0
3,61,5.061688510202099,9.627200417567828,0.11,19,294.0,284.0
3,62,5.06351365860203,9.617520690069709,0.11,19,294.0,284.0
3,63,5.065338352476149,9.607843373162424,0.11,19,294.0,284.0
3,64,5.067162591824455,9.598168466845973,0.11,19,294.0,284.0
3,65,5.068986376646949,9.588495971120356,0.11,19,294.0,284.0
3,66,5.0708097069436295,9.578825885985577,0.11,19,294.0,284.0
3,67,5.072632582714499,9.569158211441634,0.11,19,294.0,283.0
3,68,5.074455003959555,9.559492947488522,0.11,19,294.0,283.0
3,69,5.0762769706788,9.549830094126248,0.11,19,294.0,283.0
3,70,5.07809848287223,9.540169651354809,0.11,19,294.0,283.0
3,71,5.07991954053985,9.530511619174204,0.11,19,294.0,283.0
3,72,5.081740143681655,9.520855997584434,0.11,19,294.0,283.0
3,73,5.0835602922976495,9.5112027865855,0.11,19,294.0,283.0
3,74,5.085379986387831,9.5015519861774,0.11,19,294.0,283.0
3,75,5.087199225952199,9.491903596360135,0.11,19,294.0,283.0
3,76,5.089018010990756,9.482257617133708,0.11,19,294.0,283.0
3,77,5.0908363415035005,9.472614048498112,0.11,19,294.0,283.0
3,78,5.092654217490432,9.462972890453353,0.11,19,294.0,283.0
3,79,5.094471638951551,9.453334142999427,0.11,19,294.0,283.0
3,80,5.096288605886858,9.443697806136338,0.11,19,294.0,282.0
3,81,5.098105118296352,9.434063879864086,0.11,19,294.0,282.0
3,82,5.099921176180034,9.424432364182666,0.11,19,294.0,282.0
3,83,5.101736779537903,9.414803259092082,0.11,19,294.0,282.0
3,84,5.103551928369961,9.405176564592333,0.11,19,294.0,282.0
3,85,5.105366622676205,9.395552280683418,0.11,19,294.0,282.0
3,86,5.107180862456636,9.38593040736534,0.11,19,294.0,282.0
3,87,5.108994647711256,9.376310944638096,0.11,19,294.0,282.0
3,88,5.110807978440063,9.366693892501686,0.11,19,294.0,282.0
3,89,5.112620854643058,9.357079250956112,0.11,19,294.0,282.0
3,90,5.11443327632024,9.347467020001371,0.11,19,294.0,282.0
3,91,5.11624524347161,9.33785719963747,0.11,19,294.0,282.0
3,92,5.118056756097166,9.3282497898644,0.11,19,294.0,281.0
3,93,5.119867814196912,9.318644790682168,0.11,19,294.0,281.0
3,94,5.121678417770844,9.309042202090769,0.11,19,294.0,281.0
3,95,5.123488566818964,9.299442024090204,0.11,19,294.0,281.0
3,96,5.125298261341271,9.289844256680476,0.11,19,294.0,281.0
3,97,5.127107501337767,9.280248899861585,0.11,19,294.0,281.0
3,98,5.128916286808448,9.270655953633524,0.11,19,294.0,281.0
3,99,5.130724617753318,9.2610654179963,0.11,19,294.0,281.0
3,100,5.132532494172376,9.251477292949913,0.11,19,294.0,281.0
3,101,5.1343399160656205,9.24189157849436,0.11,19,294.0,281.0
3,102,5.136146883433054,9.23230827462964,0.11,19,294.0,281.0
3,103,5.137953396274673,9.222727381355757,0.11,19,294.0,281.0
3,104,5.1397594545904814,9.21314889867271,0.11,20,294.0,280.0
