Frame,X,Y,Radius
13-38-07_0_0136,126,169,28
13-38-07_0_0137,127,168,29
13-38-07_0_0138,124,169,27
13-38-07_0_0139,123,170,29
13-38-07_0_0140,126,170,31
13-38-07_0_0141,120,173,26
13-38-07_0_0142,121,170,30
13-38-07_0_0143,117,173,29
13-38-07_0_0144,119,170,31
13-38-07_0_0145,114,175,28
13-38-07_0_0146,115,176,30
13-38-07_0_0147,109,179,25
13-38-07_0_0148,109,179,27
13-38-07_0_0149,108,179,27
13-38-07_0_0150,108,180,28
13-38-07_0_0151,107,181,25
13-38-07_0_0152,106,179,27
13-38-07_0_0154,101,183,25
13-38-07_0_0155,101,183,26
13-38-07_0_0156,101,185,26
13-38-07_0_0157,101,185,28
13-38-07_0_0158,100,185,28
13-38-07_0_0159,95,187,24
13-38-07_0_0160,95,189,24
13-38-07_0_0162,93,191,23
13-38-07_0_0163,90,192,22
13-38-07_0_0166,89,192,25
13-38-07_0_0167,90,191,26
13-38-07_0_0168,89,189,25
13-38-07_0_0169,89,192,24
13-38-07_0_0170,84,195,23
13-38-07_0_0171,83,194,23
13-38-07_0_0172,82,197,23
13-38-07_0_0173,79,197,21
13-38-07_0_0174,81,195,21
13-38-07_0_0177,85,194,29
13-38-07_0_0179,75,203,20
13-38-07_0_0180,73,203,20
13-38-07_0_0181,72,203,21
13-38-07_0_0183,75,201,24
13-38-07_0_0184,73,203,21
13-38-07_0_0185,75,201,24
13-38-07_0_0186,73,201,23
13-38-07_0_0187,69,204,22
13-38-07_0_0188,71,203,22
13-38-07_0_0189,69,205,23
13-38-07_0_0190,70,201,24
13-38-07_0_0192,67,207,21
13-38-07_0_0193,67,204,23
13-38-07_0_0194,63,209,20
13-38-07_0_0196,61,210,20
13-38-07_0_0200,63,210,21
13-38-07_0_0201,61,209,22
13-38-07_11_0051,37,177,15
13-38-07_11_0052,47,183,15
13-38-07_11_0053,48,176,19
13-38-07_11_0054,54,169,27
13-38-07_11_0055,63,175,27
13-38-07_11_0056,63,173,28
13-38-07_11_0057,77,177,27
13-38-07_11_0058,77,174,30
13-38-07_11_0059,89,175,26
13-38-07_11_0060,90,179,27
13-38-07_11_0061,100,182,28
13-38-07_11_0062,105,180,28
13-38-07_11_0063,117,183,26
13-38-07_11_0064,115,185,26
13-38-07_11_0065,130,182,27
13-38-07_11_0066,132,186,24
13-38-07_11_0067,135,187,26
13-38-07_11_0068,141,188,26
13-38-07_11_0069,148,187,26
13-38-07_11_0070,159,194,22
13-38-07_11_0071,161,189,27
13-38-07_11_0072,171,191,25
13-38-07_11_0073,174,189,23
13-38-07_11_0074,177,194,24
13-38-07_11_0075,186,193,23
13-38-07_11_0076,187,197,24
13-38-07_11_0077,198,198,20
13-38-07_11_0078,197,199,23
13-38-07_11_0079,209,207,17
13-38-07_11_0080,214,209,16
13-38-07_11_0082,222,197,29
13-38-07_11_0083,229,205,22
13-38-07_11_0084,229,204,25
13-38-07_11_0085,235,204,21
13-38-07_11_0086,240,205,21
13-38-07_11_0091,262,211,22
13-38-07_11_0092,270,212,21
13-38-07_11_0093,273,209,25
13-38-07_11_0094,270,213,17
13-38-07_11_0096,283,212,22
13-38-07_11_0097,292,221,16
13-38-07_11_0098,289,213,19
13-38-07_11_0099,300,224,13
13-38-07_11_0100,304,222,16
13-38-07_11_0101,309,221,17
13-38-07_11_0102,309,219,21
13-38-07_11_0103,311,219,20
13-38-07_11_0105,321,218,22
13-38-07_11_0106,323,221,19
13-38-07_11_0108,336,221,20
13-38-07_11_0111,341,223,20
13-38-07_11_0112,348,222,23
13-38-07_11_0113,351,224,22
13-38-07_11_0114,357,227,19
13-38-07_11_0117,364,227,20
13-38-07_11_0120,373,227,16
13-38-07_11_0121,381,239,12
13-38-07_11_0123,383,230,19
13-38-07_11_0124,390,233,17
13-38-07_11_0130,406,235,19
13-38-07_11_0131,412,239,15
13-38-07_11_0132,414,235,19
13-38-07_11_0133,418,241,14
13-38-07_11_0134,417,239,17
13-38-07_11_0136,425,235,15
13-38-07_11_0137,426,237,19
13-38-07_11_0138,427,236,19
13-38-07_11_0139,432,237,20
13-38-07_11_0140,437,239,17
13-38-07_11_0142,442,241,17
13-38-07_11_0143,444,239,17
13-38-07_11_0144,444,241,17
13-38-07_11_0147,453,243,17
13-38-07_11_0148,455,243,18
13-38-07_11_0150,461,243,19
13-38-07_12_0000,515,253,13
13-38-07_12_0001,516,253,15
13-38-07_12_0002,513,252,17
13-38-07_12_0003,505,251,16
13-38-07_12_0004,504,252,15
13-38-07_12_0006,501,251,17
13-38-07_12_0007,497,249,17
13-38-07_12_0008,493,248,14
13-38-07_12_0009,491,247,17
13-38-07_12_0010,487,248,16
13-38-07_12_0011,485,248,16
13-38-07_12_0012,480,246,18
13-38-07_12_0013,477,247,18
13-38-07_12_0014,475,246,17
13-38-07_12_0015,469,245,18
13-38-07_12_0016,469,245,17
13-38-07_12_0017,466,245,17
13-38-07_12_0018,463,243,17
13-38-07_12_0019,457,243,16
13-38-07_12_0020,454,242,16
13-38-07_12_0021,451,242,16
13-38-07_12_0022,448,242,16
13-38-07_12_0023,445,242,17
13-38-07_12_0024,442,242,17
13-38-07_12_0025,439,240,18
13-38-07_12_0026,436,240,18
13-38-07_12_0027,427,240,18
13-38-07_12_0028,426,240,19
13-38-07_12_0029,421,237,19
13-38-07_12_0030,418,236,20
13-38-07_12_0031,419,236,18
13-38-07_12_0032,413,236,18
13-38-07_12_0033,409,235,18
13-38-07_12_0034,403,235,16
13-38-07_12_0035,402,234,19
13-38-07_12_0036,396,234,20
13-38-07_12_0037,390,231,19
13-38-07_12_0038,389,233,20
13-38-07_12_0039,383,230,20
13-38-07_12_0040,382,231,19
13-38-07_12_0041,376,229,17
13-38-07_12_0042,370,229,20
13-38-07_12_0043,366,227,21
13-38-07_12_0044,367,229,20
13-38-07_12_0045,359,225,22
13-38-07_12_0046,354,228,21
13-38-07_12_0047,351,227,21
13-38-07_12_0048,346,227,20
13-38-07_12_0049,343,225,20
13-38-07_12_0050,337,223,22
13-38-07_12_0051,335,223,20
13-38-07_12_0052,331,223,20
13-38-07_12_0053,324,222,18
13-38-07_12_0054,322,222,20
13-38-07_12_0055,312,219,21
13-38-07_12_0056,312,221,21
13-38-07_12_0057,305,217,23
13-38-07_12_0058,300,216,24
13-38-07_12_0059,298,217,21
13-38-07_12_0060,288,217,20
13-38-07_12_0061,283,215,21
13-38-07_12_0062,279,215,22
13-38-07_12_0064,270,215,23
13-38-07_12_0065,265,213,19
13-38-07_12_0066,262,211,21
13-38-07_12_0067,251,209,23
13-38-07_12_0068,246,211,21
13-38-07_12_0069,241,210,21
13-38-07_12_0070,235,210,21
13-38-07_12_0071,232,209,23
13-38-07_12_0072,227,206,25
13-38-07_12_0073,225,204,24
13-38-07_12_0074,216,203,26
13-38-07_12_0075,208,204,23
13-38-07_12_0076,205,204,24
13-38-07_12_0077,197,201,23
13-38-07_12_0078,193,199,22
13-38-07_12_0079,187,201,20
13-38-07_12_0080,185,198,24
13-38-07_12_0081,177,197,23
13-38-07_12_0082,167,197,25
13-38-07_12_0083,165,197,23
13-38-07_12_0084,161,195,24
13-38-07_12_0085,150,193,26
13-38-07_12_0086,144,193,22
13-38-07_12_0087,138,193,26
13-38-07_12_0088,133,192,24
13-38-07_12_0089,124,186,30
13-38-07_12_0090,113,188,25
13-38-07_12_0091,106,182,29
13-38-07_12_0092,101,185,28
13-38-07_12_0093,95,183,25
13-38-07_12_0094,89,179,32
13-38-07_12_0095,78,180,28
13-38-07_12_0096,75,180,25
13-38-07_12_0097,71,181,26
13-38-07_12_0098,64,179,26
13-38-07_13_0051,47,187,15
13-38-07_13_0052,59,186,14
13-38-07_13_0053,58,179,25
13-38-07_13_0054,63,168,36
13-38-07_13_0055,65,179,27
13-38-07_13_0056,75,177,29
13-38-07_13_0057,81,180,27
13-38-07_13_0058,89,183,26
13-38-07_13_0059,97,185,27
13-38-07_13_0060,106,185,26
13-38-07_13_0061,117,186,24
13-38-07_13_0062,120,187,26
13-38-07_13_0063,127,188,25
13-38-07_13_0064,136,192,26
13-38-07_13_0065,142,192,25
13-38-07_13_0066,155,192,25
13-38-07_13_0067,155,193,24
13-38-07_13_0068,167,189,23
13-38-07_13_0069,177,206,12
13-38-07_13_0070,180,191,23
13-38-07_13_0071,185,194,27
13-38-07_13_0072,195,195,24
13-38-07_13_0073,197,195,21
13-38-07_13_0074,204,198,26
13-38-07_13_0076,219,212,15
13-38-07_13_0077,223,204,22
13-38-07_13_0078,225,205,21
13-38-07_13_0079,233,206,23
13-38-07_13_0080,240,207,23
13-38-07_13_0081,247,207,20
13-38-07_13_0082,256,215,16
13-38-07_13_0083,258,209,23
13-38-07_13_0084,262,210,22
13-38-07_13_0086,274,211,24
13-38-07_13_0088,283,213,21
13-38-07_13_0089,291,215,21
13-38-07_13_0090,297,218,18
13-38-07_13_0091,301,215,24
13-38-07_13_0094,310,222,16
13-38-07_13_0096,327,217,17
13-38-07_13_0099,349,211,29
13-38-07_13_0100,343,224,17
13-38-07_13_0102,357,224,19
13-38-07_13_0103,361,231,13
13-38-07_13_0104,361,225,21
13-38-07_13_0105,366,225,20
13-38-07_13_0108,378,228,19
13-38-07_13_0109,383,230,19
13-38-07_13_0110,387,235,13
13-38-07_13_0111,393,228,22
13-38-07_13_0112,396,229,21
13-38-07_13_0113,397,228,21
13-38-07_13_0117,415,235,19
13-38-07_13_0119,420,236,17
13-38-07_13_0120,427,235,17
13-38-07_13_0122,432,235,19
13-38-07_13_0124,439,237,18
13-38-07_13_0125,448,237,15
13-38-07_13_0126,448,240,19
13-38-07_13_0127,454,239,18
13-38-07_13_0128,457,240,17
13-38-07_13_0129,457,239,18
13-38-07_13_0130,460,239,18
13-38-07_13_0131,462,240,17
13-38-07_13_0133,471,245,15
13-38-07_13_0135,478,242,19
13-38-07_13_0137,484,242,20
13-38-07_13_0138,490,246,16
13-38-07_13_0139,493,246,14
13-38-07_13_0140,497,243,18
13-38-07_13_0141,495,246,17
13-38-07_13_0142,499,245,17
13-38-07_13_0143,499,248,15
13-38-07_13_0144,504,247,16
13-38-07_13_0146,510,248,17
13-38-07_13_0149,517,249,17
13-38-07_13_0150,522,249,17
13-38-07_13_0152,529,252,15
13-38-07_13_0153,533,251,17
13-38-07_13_0154,532,252,16
13-38-07_13_0155,535,252,16
13-38-07_14_0026,637,247,15
13-38-07_14_0027,636,247,17
13-38-07_14_0028,635,246,19
13-38-07_14_0029,631,246,18
13-38-07_14_0030,625,242,18
13-38-07_14_0031,627,243,20
13-38-07_14_0032,619,245,16
13-38-07_14_0033,619,243,19
13-38-07_14_0034,613,241,17
13-38-07_14_0035,613,240,20
13-38-07_14_0036,609,241,18
13-38-07_14_0037,607,240,19
13-38-07_14_0038,601,240,18
13-38-07_14_0039,600,240,20
13-38-07_14_0040,594,237,19
13-38-07_14_0041,593,239,19
13-38-07_14_0042,589,236,20
13-38-07_14_0043,586,235,21
13-38-07_14_0044,581,236,20
13-38-07_14_0045,576,234,19
13-38-07_14_0046,575,235,20
13-38-07_14_0047,568,231,20
13-38-07_14_0048,569,233,20
13-38-07_14_0049,563,231,23
13-38-07_14_0050,558,228,24
13-38-07_14_0051,553,228,21
13-38-07_14_0052,552,230,20
13-38-07_14_0053,544,230,20
13-38-07_14_0054,545,228,21
13-38-07_14_0055,541,228,21
13-38-07_14_0056,537,228,21
13-38-07_14_0057,532,224,24
13-38-07_14_0058,527,223,24
13-38-07_14_0059,520,224,21
13-38-07_14_0060,517,223,23
13-38-07_14_0061,517,224,21
13-38-07_14_0062,508,223,22
13-38-07_14_0063,508,223,22
13-38-07_14_0064,504,222,22
13-38-07_14_0065,495,221,22
13-38-07_14_0066,496,219,23
13-38-07_14_0067,489,217,24
13-38-07_14_0068,481,217,23
13-38-07_14_0069,477,216,23
13-38-07_14_0070,477,217,22
13-38-07_14_0071,467,215,23
13-38-07_14_0072,462,212,24
13-38-07_14_0073,463,213,23
13-38-07_14_0074,455,212,26
13-38-07_14_0075,451,212,25
13-38-07_14_0076,441,212,21
13-38-07_14_0077,439,207,24
13-38-07_14_0078,438,209,24
13-38-07_14_0079,427,207,24
13-38-07_14_0080,429,207,24
13-38-07_14_0081,420,207,26
13-38-07_14_0082,418,206,24
13-38-07_14_0083,413,204,25
13-38-07_14_0084,408,204,25
13-38-07_14_0085,399,200,28
13-38-07_14_0086,395,203,23
13-38-07_14_0087,393,197,28
13-38-07_14_0088,378,197,26
13-38-07_14_0089,379,197,26
13-38-07_14_0090,370,195,28
13-38-07_14_0091,364,195,28
13-38-07_14_0092,360,195,26
13-38-07_14_0093,355,193,27
13-38-07_14_0094,349,191,26
13-38-07_14_0095,342,191,26
13-38-07_14_0096,328,189,25
13-38-07_14_0097,327,186,31
13-38-07_14_0098,323,189,26
13-38-07_14_0099,310,186,27
13-38-07_14_0100,307,182,30
13-38-07_14_0101,304,185,27
13-38-07_14_0102,298,181,28
13-38-07_14_0103,291,181,28
13-38-07_14_0104,283,180,28
13-38-07_14_0105,276,179,29
13-38-07_14_0106,268,177,27
13-38-07_14_0107,255,174,29
13-38-07_14_0108,251,170,32
13-38-07_14_0109,243,169,32
13-38-07_14_0110,241,171,31
13-38-07_14_0111,228,173,25
13-38-07_14_0112,216,165,31
13-38-07_14_0113,216,167,30
13-38-07_14_0114,201,163,31
13-38-07_14_0115,199,163,30
13-38-07_14_0116,192,163,31
13-38-07_14_0117,185,161,31
13-38-07_14_0118,175,158,31
13-38-07_14_0119,168,157,31
13-38-07_14_0120,160,156,32
13-38-07_14_0121,150,155,32
13-38-07_14_0122,143,150,33
13-38-07_14_0123,132,150,33
13-38-07_14_0124,121,150,32
13-38-07_14_0125,114,146,34
13-38-07_14_0126,102,143,32
13-38-07_14_0127,94,143,34
13-38-07_14_0128,83,140,33
13-38-07_14_0129,75,140,35
13-38-07_14_0130,67,143,30
13-38-07_14_0131,46,129,38
13-38-07_15_0053,57,123,28
13-38-07_15_0054,67,127,25
13-38-07_15_0055,78,134,20
13-38-07_15_0056,93,135,18
13-38-07_15_0057,85,149,10
13-38-07_15_0058,112,140,17
13-38-07_15_0059,100,119,40
13-38-07_15_0060,111,123,38
13-38-07_15_0061,120,121,41
13-38-07_15_0062,130,126,39
13-38-07_15_0063,141,126,40
13-38-07_15_0064,149,128,39
13-38-07_15_0065,169,141,29
13-38-07_15_0066,166,133,36
13-38-07_15_0067,177,135,36
13-38-07_15_0068,185,138,36
13-38-07_15_0069,192,141,34
13-38-07_15_0070,202,138,37
13-38-07_15_0071,216,143,36
13-38-07_15_0072,217,144,34
13-38-07_15_0073,226,146,34
13-38-07_15_0074,235,144,35
13-38-07_15_0075,250,151,32
13-38-07_15_0076,253,155,27
13-38-07_15_0077,258,151,33
13-38-07_15_0078,265,152,33
13-38-07_15_0079,273,155,33
13-38-07_15_0080,289,157,32
13-38-07_15_0081,288,156,33
13-38-07_15_0082,306,165,25
13-38-07_15_0083,303,159,32
13-38-07_15_0084,310,159,33
13-38-07_15_0085,325,162,32
13-38-07_15_0086,324,163,32
13-38-07_15_0087,336,164,33
13-38-07_15_0088,337,167,31
13-38-07_15_0089,343,165,31
13-38-07_15_0090,357,171,29
13-38-07_15_0091,365,170,30
13-38-07_15_0092,369,170,32
13-38-07_15_0093,370,174,30
13-38-07_15_0094,379,175,26
13-38-07_15_0095,385,173,32
13-38-07_15_0096,388,174,29
13-38-07_15_0097,399,175,32
13-38-07_15_0098,403,175,33
13-38-07_15_0099,406,177,29
13-38-07_15_0100,415,179,32
13-38-07_15_0101,418,181,28
13-38-07_15_0102,424,180,29
13-38-07_15_0103,430,181,29
13-38-07_15_0104,435,183,28
13-38-07_15_0105,444,182,32
13-38-07_15_0106,453,186,28
13-38-07_15_0107,451,186,28
13-38-07_15_0108,461,182,34
13-38-07_15_0109,469,187,29
13-38-07_15_0110,467,188,28
13-38-07_15_0111,473,189,28
13-38-07_15_0112,481,189,30
13-38-07_15_0113,489,193,26
13-38-07_15_0114,489,193,28
13-38-07_15_0115,499,194,26
13-38-07_15_0116,498,192,28
13-38-07_15_0117,507,197,25
13-38-07_15_0118,508,197,26
13-38-07_15_0119,515,195,28
13-38-07_15_0120,520,194,30
13-38-07_15_0121,526,197,29
13-38-07_15_0122,527,199,27
13-38-07_15_0123,534,199,28
13-38-07_15_0124,535,201,26
13-38-07_15_0125,540,201,26
13-38-07_15_0126,546,203,28
13-38-07_15_0127,549,204,25
13-38-07_15_0128,551,204,24
13-38-07_15_0129,559,205,27
13-38-07_15_0130,562,205,26
13-38-07_15_0131,571,206,26
13-38-07_15_0132,576,206,26
13-38-07_15_0133,580,209,25
13-38-07_15_0134,580,209,26
13-38-07_15_0135,586,206,26
13-38-07_15_0136,589,207,29
13-38-07_15_0137,597,211,25
13-38-07_15_0138,600,211,25
13-38-07_15_0139,603,212,22
13-38-07_15_0140,603,213,24
13-38-07_15_0141,606,213,25
13-38-07_15_0142,616,215,24
13-38-07_15_0143,617,213,27
13-38-07_15_0144,622,211,29
13-38-07_15_0145,622,216,25
13-38-07_15_0146,628,215,26
13-38-07_15_0147,631,216,26
13-38-07_15_0148,634,217,25
13-38-07_15_0149,637,218,24
13-38-07_15_0152,643,219,20
13-38-07_16_0047,636,229,17
13-38-07_16_0049,631,225,21
13-38-07_16_0050,630,225,23
13-38-07_16_0051,625,223,24
13-38-07_16_0052,622,221,24
13-38-07_16_0053,618,221,23
13-38-07_16_0054,612,219,25
13-38-07_16_0055,609,219,24
13-38-07_16_0056,604,219,23
13-38-07_16_0057,598,218,22
13-38-07_16_0058,593,219,21
13-38-07_16_0059,586,217,23
13-38-07_16_0060,583,215,27
13-38-07_16_0061,581,217,23
13-38-07_16_0062,573,210,25
13-38-07_16_0063,573,211,25
13-38-07_16_0064,567,211,25
13-38-07_16_0065,559,211,22
13-38-07_16_0066,557,211,24
13-38-07_16_0067,552,210,25
13-38-07_16_0068,544,207,28
13-38-07_16_0069,543,206,26
13-38-07_16_0070,531,203,28
13-38-07_16_0071,528,205,29
13-38-07_16_0072,527,203,26
13-38-07_16_0073,520,200,28
13-38-07_16_0074,510,198,27
13-38-07_16_0075,511,197,27
13-38-07_16_0076,501,197,29
13-38-07_16_0077,496,195,29
13-38-07_16_0078,493,197,27
13-38-07_16_0079,487,195,27
13-38-07_16_0080,481,195,27
13-38-07_16_0081,468,189,30
13-38-07_16_0082,462,191,28
13-38-07_16_0083,463,189,29
13-38-07_16_0084,451,191,23
13-38-07_16_0085,450,187,28
13-38-07_16_0086,445,183,29
13-38-07_16_0087,430,182,29
13-38-07_16_0088,431,181,29
13-38-07_16_0089,425,180,30
13-38-07_16_0090,418,180,29
13-38-07_16_0091,411,181,29
13-38-07_16_0092,396,177,30
13-38-07_16_0093,389,174,31
13-38-07_16_0094,389,175,30
13-38-07_16_0095,382,173,30
13-38-07_16_0096,365,169,29
13-38-07_16_0097,366,169,30
13-38-07_16_0098,359,165,31
13-38-07_16_0099,351,163,31
13-38-07_16_0100,343,162,32
13-38-07_16_0101,325,162,31
13-38-07_16_0102,327,159,32
13-38-07_16_0103,319,159,32
13-38-07_16_0104,310,156,33
13-38-07_16_0105,292,153,33
13-38-07_16_0106,293,153,33
13-38-07_16_0107,280,146,40
13-38-07_16_0108,276,146,35
13-38-07_16_0109,256,143,35
13-38-07_16_0110,257,143,35
13-38-07_16_0111,247,143,34
13-38-07_16_0112,237,140,35
13-38-07_16_0113,228,137,36
13-38-07_16_0114,219,133,37
13-38-07_16_0115,196,129,36
13-38-07_16_0116,185,127,38
13-38-07_16_0117,186,126,38
13-38-07_16_0118,175,123,38
13-38-07_16_0119,165,122,38
13-38-07_16_0120,155,119,41
13-38-07_16_0121,143,117,41
13-38-07_16_0122,115,114,39
13-38-07_16_0123,118,113,40
13-38-07_16_0124,108,107,43
13-38-07_16_0125,94,105,42
13-38-07_16_0126,81,104,41
13-38-07_16_0127,69,93,48
13-38-07_16_0128,53,96,42
13-38-07_17_0053,55,39,28
13-38-07_17_0054,64,42,34
13-38-07_17_0055,82,37,49
13-38-07_17_0056,78,55,31
13-38-07_17_0057,73,57,14
13-38-07_17_0058,79,63,15
13-38-07_17_0059,100,39,14
13-38-07_17_0060,125,66,22
13-38-07_17_0061,147,69,14
13-38-07_17_0062,143,71,17
13-38-07_17_0063,165,57,34
13-38-07_17_0064,186,78,20
13-38-07_17_0065,191,85,14
13-38-07_17_0066,219,83,20
13-38-07_17_0067,220,80,13
13-38-07_17_0068,229,84,17
13-38-07_17_0069,256,87,18
13-38-07_17_0070,268,87,13
13-38-07_17_0071,285,91,21
13-38-07_17_0072,283,95,11
13-38-07_17_0073,330,86,27
13-38-07_17_0074,315,95,18
13-38-07_17_0075,346,72,49
13-38-07_17_0076,345,71,49
13-38-07_17_0077,357,73,49
13-38-07_17_0078,361,65,46
13-38-07_17_0079,381,78,47
13-38-07_17_0080,391,79,47
13-38-07_17_0081,403,81,47
13-38-07_17_0082,427,81,47
13-38-07_17_0083,426,81,47
13-38-07_17_0084,449,85,47
13-38-07_17_0085,459,87,47
13-38-07_17_0086,456,89,46
13-38-07_17_0087,468,91,46
13-38-07_17_0088,477,92,45
13-38-07_17_0089,490,93,47
13-38-07_17_0090,497,93,45
13-38-07_17_0091,521,95,46
13-38-07_17_0092,529,97,46
13-38-07_17_0093,541,99,46
13-38-07_17_0094,538,98,46
13-38-07_17_0095,559,103,45
13-38-07_17_0096,557,103,45
13-38-07_17_0097,580,105,45
13-38-07_17_0098,577,105,45
13-38-07_17_0099,599,107,44
13-38-07_17_0100,598,109,46
13-38-07_17_0101,605,107,46
13-38-07_17_0102,613,110,44
13-38-07_17_0103,621,113,43
13-38-07_17_0104,629,114,42
13-38-07_17_0105,648,115,40
13-38-07_17_0106,655,117,40
13-38-07_17_0107,658,119,43
13-38-07_18_0051,661,113,26
13-38-07_18_0052,661,115,42
13-38-07_18_0054,642,110,38
13-38-07_18_0055,637,110,41
13-38-07_18_0056,637,109,40
13-38-07_18_0057,623,107,43
13-38-07_18_0058,615,105,42
13-38-07_18_0059,604,103,40
13-38-07_18_0060,605,102,41
13-38-07_18_0061,598,101,41
13-38-07_18_0062,597,96,47
13-38-07_18_0063,576,96,46
13-38-07_18_0064,577,96,46
13-38-07_18_0065,570,91,49
13-38-07_18_0066,563,91,47
13-38-07_18_0067,543,86,47
13-38-07_18_0068,545,86,48
13-38-07_18_0069,535,84,49
13-38-07_18_0070,526,86,47
13-38-07_18_0071,519,81,49
13-38-07_18_0072,509,81,49
13-38-07_18_0073,489,74,50
13-38-07_18_0074,489,75,51
13-38-07_18_0075,481,75,50
13-38-07_18_0076,473,74,50
13-38-07_18_0077,462,73,49
13-38-07_18_0078,451,72,49
13-38-07_18_0079,443,67,51
13-38-07_18_0080,432,63,51
13-38-07_18_0081,409,62,50
13-38-07_18_0082,412,62,51
13-38-07_18_0083,403,60,53
13-38-07_18_0084,393,59,52
13-38-07_18_0085,382,57,51
13-38-07_18_0086,371,54,52
13-38-07_18_0087,360,49,54
13-38-07_18_0088,351,48,52
13-38-07_18_0089,339,47,52
13-38-07_18_0090,315,45,51
13-38-07_18_0091,304,41,55
13-38-07_18_0092,306,42,54
13-38-07_18_0093,295,35,58
13-38-07_18_0094,283,42,50
13-38-07_18_0095,269,33,55
13-38-07_18_0096,261,33,51
13-38-07_18_0097,231,26,55
13-38-07_18_0098,235,32,50
13-38-07_18_0104,148,19,47
13-38-07_18_0108,102,5,57
13-38-07_18_0111,66,5,49
13-38-07_1_0002,195,353,31
13-38-07_1_0004,189,347,23
13-38-07_1_0007,195,347,29
13-38-07_1_0008,195,350,30
13-38-07_1_0059,172,249,13
13-38-07_1_0060,169,247,14
13-38-07_1_0065,174,248,13
13-38-07_1_0083,199,252,13
13-38-07_1_0093,190,342,22
13-38-07_4_0054,306,189,14
13-38-07_4_0055,301,201,19
13-38-07_4_0067,310,192,17
13-38-07_4_0068,324,183,23
13-38-07_4_0069,321,186,27
13-38-07_4_0070,321,186,26
13-38-07_4_0071,317,181,25
13-38-07_4_0072,323,180,27
13-38-07_4_0073,324,180,26
13-38-07_4_0074,327,177,28
13-38-07_4_0075,327,176,28
13-38-07_4_0076,327,177,26
13-38-07_4_0077,329,173,30
13-38-07_4_0078,333,174,29
13-38-07_4_0079,333,169,31
13-38-07_4_0080,329,167,27
13-38-07_4_0081,336,163,30
13-38-07_4_0082,337,162,31
13-38-07_4_0083,339,162,30
13-38-07_4_0084,339,161,32
13-38-07_4_0085,342,161,32
13-38-07_4_0086,342,159,32
13-38-07_4_0087,343,157,29
13-38-07_4_0088,345,156,32
13-38-07_4_0089,347,151,34
13-38-07_4_0090,347,152,32
13-38-07_4_0091,349,150,33
13-38-07_4_0092,354,146,33
13-38-07_4_0093,354,144,36
13-38-07_4_0094,355,143,37
13-38-07_4_0095,359,139,36
13-38-07_4_0096,359,140,35
13-38-07_4_0097,360,135,38
13-38-07_4_0098,364,132,36
13-38-07_4_0099,366,131,38
13-38-07_4_0100,365,129,38
13-38-07_4_0101,370,126,38
13-38-07_4_0102,372,122,38
13-38-07_4_0103,371,122,39
13-38-07_4_0104,376,117,39
13-38-07_4_0105,382,116,38
